chrom	chromStart	chromEnd	name	score	strand	length	GC
chr7	128964855	129233678	cp068271_128964856	286	.	268823	40.04
chr7	129233678	129283467	cp068271_129233679	339	.	49789	41.90
chr7	129283467	129844580	cp068271_129283468	505	.	561113	47.71
chr7	129844580	129890326	cp068271_129844581	376	.	45746	43.18
chr7	129890326	129931178	cp068271_129890327	253	.	40852	38.86
chr7	129931178	130011238	cp068271_129931179	486	.	80060	47.01
chr7	130011238	130100742	cp068271_130011239	361	.	89504	42.64
chr7	130100742	130139402	cp068271_130100743	550	.	38660	49.28
chr7	130139402	130171864	cp068271_130139403	871	.	32462	60.49
chr7	130171864	130207258	cp068271_130171865	776	.	35394	57.18
chr7	130207258	130262901	cp068271_130207259	644	.	55643	52.56
chr7	130262901	130362640	cp068271_130262902	274	.	99739	39.61
chr7	130362640	130500586	cp068271_130362641	421	.	137946	44.74
chr7	130500586	130538929	cp068271_130500587	579	.	38343	50.28
chr7	130538929	130739214	cp068271_130538930	280	.	200285	39.81
chr7	130739214	130810188	cp068271_130739215	387	.	70974	43.57
chr7	130810188	130857559	cp068271_130810189	541	.	47371	48.97
chr7	130857559	130927535	cp068271_130857560	443	.	69976	45.53
chr7	130927535	131018416	cp068271_130927536	271	.	90881	39.50
chr7	131018416	131063071	cp068271_131018417	365	.	44655	42.78
chr7	131063071	131122664	cp068271_131063072	690	.	59593	54.16
chr7	131122664	131152668	cp068271_131122665	444	.	30004	45.55
chr7	131152668	131264672	cp068271_131152669	326	.	112004	41.41
chr7	131264672	131349939	cp068271_131264673	503	.	85267	47.63
chr7	131349939	131659690	cp068271_131349940	365	.	309751	42.78
chr7	131659690	131703050	cp068271_131659691	620	.	43360	51.71
chr7	131703050	131798448	cp068271_131703051	278	.	95398	39.74
chr7	131798448	131856692	cp068271_131798449	467	.	58244	46.35
chr7	131856692	132152760	cp068271_131856693	272	.	296068	39.55
chr7	132152760	132647446	cp068271_132152761	348	.	494686	42.21
chr7	132647446	132819150	cp068271_132647447	161	.	171704	35.64
chr7	132819150	132974222	cp068271_132819151	568	.	155072	49.91
chr7	132974222	133281338	cp068271_132974223	420	.	307116	44.71
chr7	133281338	133383348	cp068271_133281339	327	.	102010	41.46
chr7	133383348	133561055	cp068271_133383349	532	.	177707	48.64
chr7	133561055	133607121	cp068271_133561056	403	.	46066	44.11
chr7	133607121	133905507	cp068271_133607122	489	.	298386	47.13
chr7	133905507	134114766	cp068271_133905508	405	.	209259	44.21
chr7	134114766	134402483	cp068271_134114767	252	.	287717	38.82
chr7	134402483	134522949	cp068271_134402484	374	.	120466	43.11
chr7	134522949	134560537	cp068271_134522950	279	.	37588	39.77
chr7	134560537	135141973	cp068271_134560538	219	.	581436	37.67
chr7	135141973	135590050	cp068271_135141974	278	.	448077	39.75
chr7	135590050	135903006	cp068271_135590051	378	.	312956	43.25
chr7	135903006	136310499	cp068271_135903007	291	.	407493	40.19
chr7	136310499	136371680	cp068271_136310500	134	.	61181	34.71
chr7	136371680	136464575	cp068271_136371681	222	.	92895	37.80
chr7	136464575	136651856	cp068271_136464576	470	.	187281	46.47
chr7	136651856	136693511	cp068271_136651857	245	.	41655	38.59
chr7	136693511	136750217	cp068271_136693512	140	.	56706	34.90
chr7	136750217	136816077	cp068271_136750218	243	.	65860	38.53
chr7	136816077	136876603	cp068271_136816078	378	.	60526	43.26
chr7	136876603	136957038	cp068271_136876604	229	.	80435	38.03
chr7	136957038	136987470	cp068271_136957039	357	.	30432	42.51
chr7	136987470	137066614	cp068271_136987471	476	.	79144	46.67
chr7	137066614	137175561	cp068271_137066615	408	.	108947	44.28
chr7	137175561	137437007	cp068271_137175562	268	.	261446	39.41
chr7	137437007	137669055	cp068271_137437008	228	.	232048	37.99
chr7	137669055	138546793	cp068271_137669056	184	.	877738	36.46
chr7	138546793	138927947	cp068271_138546794	229	.	381154	38.02
chr7	138927947	139181443	cp068271_138927948	289	.	253496	40.13
chr7	139181443	139321519	cp068271_139181444	388	.	140076	43.59
chr7	139321519	139425385	cp068271_139321520	252	.	103866	38.84
chr7	139425385	139743177	cp068271_139425386	335	.	317792	41.76
chr7	139743177	139773230	cp068271_139743178	457	.	30053	46.02
chr7	139773230	139920280	cp068271_139773231	255	.	147050	38.95
chr7	139920280	140450191	cp068271_139920281	413	.	529911	44.48
chr7	140450191	140737843	cp068271_140450192	285	.	287652	40.00
chr7	140737843	140898874	cp068271_140737844	533	.	161031	48.68
chr7	140898874	141703497	cp068271_140898875	412	.	804623	44.44
chr7	141703497	141984701	cp068271_141703498	495	.	281204	47.36
chr7	141984701	142014964	cp068271_141984702	606	.	30263	51.23
chr7	142014964	142237782	cp068271_142014965	231	.	222818	38.11
chr7	142237782	142458699	cp068271_142237783	326	.	220917	41.41
chr7	142458699	142900296	cp068271_142458700	391	.	441597	43.69
chr7	142900296	143612226	cp068271_142900297	274	.	711930	39.61
chr7	143612226	143787598	cp068271_143612227	363	.	175372	42.73
chr7	143787598	143886815	cp068271_143787599	442	.	99217	45.48
chr7	143886815	144103692	cp068271_143886816	279	.	216877	39.78
chr7	144103692	144174181	cp068271_144103693	513	.	70489	47.99
chr7	144174181	144209781	cp068271_144174182	191	.	35600	36.70
chr7	144209781	144254614	cp068271_144209782	628	.	44833	52.01
chr7	144254614	144284618	cp068271_144254615	366	.	30004	42.82
chr7	144284618	144320202	cp068271_144284619	514	.	35584	48.02
chr7	144320202	144637612	cp068271_144320203	291	.	317410	40.22
chr7	144637612	144705522	cp068271_144637613	438	.	67910	45.33
chr7	144705522	144780364	cp068271_144705523	608	.	74842	51.29
chr7	144780364	144877021	cp068271_144780365	316	.	96657	41.09
chr7	144877021	145167450	cp068271_144877022	282	.	290429	39.90
chr7	145167450	145450567	cp068271_145167451	201	.	283117	37.07
chr7	145450567	145512799	cp068271_145450568	306	.	62232	40.72
chr7	145512799	145613409	cp068271_145512800	448	.	100610	45.70
chr7	145613409	145646493	cp068271_145613410	290	.	33084	40.16
chr7	145646493	146465825	cp068271_145646494	209	.	819332	37.34
chr7	146465825	148644339	cp068271_146465826	169	.	2178514	35.94
chr7	148644339	149013238	cp068271_148644340	216	.	368899	37.56
chr7	149013238	149273794	cp068271_149013239	264	.	260556	39.24
chr7	149273794	149994063	cp068271_149273795	357	.	720269	42.52
chr7	149994063	150030908	cp068271_149994064	205	.	36845	37.19
chr7	150030908	150064963	cp068271_150030909	273	.	34055	39.56
chr7	150064963	150130514	cp068271_150064964	408	.	65551	44.28
chr7	150130514	150459815	cp068271_150130515	503	.	329301	47.64
chr7	150459815	150491460	cp068271_150459816	653	.	31645	52.88
chr7	150491460	150895069	cp068271_150491461	394	.	403609	43.81
chr7	150895069	150953217	cp068271_150895070	651	.	58148	52.80
chr7	150953217	151013980	cp068271_150953218	907	.	60763	61.76
chr7	151013980	151067769	cp068271_151013981	592	.	53789	50.73
chr7	151067769	151107712	cp068271_151067770	284	.	39943	39.97
chr7	151107712	151296255	cp068271_151107713	430	.	188543	45.08
chr7	151296255	151445344	cp068271_151296256	283	.	149089	39.91
chr7	151445344	151499710	cp068271_151445345	412	.	54366	44.44
chr7	151499710	151633476	cp068271_151499711	584	.	133766	50.44
chr7	151633476	151956856	cp068271_151633477	307	.	323380	40.77
chr7	151956856	152104132	cp068271_151956857	440	.	147276	45.43
chr7	152104132	152317389	cp068271_152104133	789	.	213257	57.63
chr7	152317389	152347393	cp068271_152317390	491	.	30004	47.20
chr7	152347393	152455641	cp068271_152347394	680	.	108248	53.81
chr7	152455641	152545444	cp068271_152455642	421	.	89803	44.76
chr7	152545444	152585098	cp068271_152545445	765	.	39654	56.79
chr7	152585098	152635508	cp068271_152585099	601	.	50410	51.05
chr7	152635508	152847555	cp068271_152635509	392	.	212047	43.75
chr7	152847555	153079007	cp068271_152847556	617	.	231452	51.61
chr7	153079007	153325837	cp068271_153079008	360	.	246830	42.63
chr7	153325837	153490225	cp068271_153325838	196	.	164388	36.88
chr7	153490225	153607255	cp068271_153490226	292	.	117030	40.23
chr7	153607255	153772106	cp068271_153607256	511	.	164851	47.90
chr7	153772106	153849057	cp068271_153772107	352	.	76951	42.33
chr7	153849057	153933826	cp068271_153849058	460	.	84769	46.11
chr7	153933826	153999809	cp068271_153933827	318	.	65983	41.16
chr7	153999809	154099404	cp068271_153999810	530	.	99595	48.56
chr7	154099404	154166786	cp068271_154099405	341	.	67382	41.95
chr7	154166786	154285707	cp068271_154166787	433	.	118921	45.18
chr7	154285707	154774158	cp068271_154285708	319	.	488451	41.18
chr7	154774158	155058014	cp068271_154774159	266	.	283856	39.34
chr7	155058014	155568335	cp068271_155058015	401	.	510321	44.06
chr7	155568335	155701119	cp068271_155568336	318	.	132784	41.13
chr7	155701119	155748181	cp068271_155701120	183	.	47062	36.44
chr7	155748181	155867375	cp068271_155748182	396	.	119194	43.87
chr7	155867375	156032562	cp068271_155867376	455	.	165187	45.94
chr7	156032562	156098061	cp068271_156032563	641	.	65499	52.44
chr7	156098061	156173011	cp068271_156098062	288	.	74950	40.11
chr7	156173011	156373741	cp068271_156173012	426	.	200730	44.92
chr7	156373741	156777117	cp068271_156373742	614	.	403376	51.52
chr7	156777117	156807121	cp068271_156777118	426	.	30004	44.92
chr7	156807121	156943022	cp068271_156807122	282	.	135901	39.89
chr7	156943022	156973037	cp068271_156943023	512	.	30015	47.95
chr7	156973037	157004124	cp068271_156973038	797	.	31087	57.91
chr7	157004124	157036200	cp068271_157004125	620	.	32076	51.73
chr7	157036200	157427423	cp068271_157036201	518	.	391223	48.16
chr7	157427423	157503491	cp068271_157427424	289	.	76068	40.15
chr7	157503491	157867494	cp068271_157503492	404	.	364003	44.15
chr7	157867494	158047994	cp068271_157867495	230	.	180500	38.07
chr7	158047994	158079869	cp068271_158047995	321	.	31875	41.27
chr7	158079869	158332362	cp068271_158079870	520	.	252493	48.22
chr7	158332362	158367089	cp068271_158332363	333	.	34727	41.66
chr7	158367089	158405374	cp068271_158367090	253	.	38285	38.87
chr7	158405374	158458666	cp068271_158405375	395	.	53292	43.84
chr7	158458666	159824441	cp068271_158458667	612	.	1365775	51.45
chr7	159824441	160166238	cp068271_159824442	394	.	341797	43.82
chr7	160166238	160387204	cp068271_160166239	573	.	220966	50.07
chr7	160387204	160465958	cp068271_160387205	411	.	78754	44.41
